id,name,objective,status,start_time,budget_remaining,original_name,is_collection,is_single_product,collection_code,campaign_date
120217981501510719,12 MARCH - 2-Way Woven Leather Tote Bag - 1.59 - SINGLE PRODUCT,OUTCOME_SALES,PAUSED,2025-03-12T05:00:00+0000,5133,12 MARCH - 2-Way Woven Leather Tote Bag - 1.59 - SINGLE PRODUCT,False,True,,12 MARCH
120217981060560719,12 MARCH - Casual Pinstripe Trousers - 1.53 - SINGLE PRODUCT,OUTCOME_SALES,PAUSED,2025-03-12T05:00:00+0000,5133,12 MARCH - Casual Pinstripe Trousers - 1.53 - SINGLE PRODUCT,False,True,,12 MARCH
120217980975780719,11 MARCH - Rectangle Pattern Knitted Pullover Sweater - 1.58 - SINGLE PRODUCT,OUTCOME_SALES,PAUSED,2025-03-11T05:00:00+0000,5133,11 MARCH - Rectangle Pattern Knitted Pullover Sweater - 1.58 - SINGLE PRODUCT,False,True,,11 MARCH
120217980854240719,11 MARCH - Zip-up Cotton Bomber Jacket - 1.56 - SINGLE PRODUCT,OUTCOME_SALES,PAUSED,2025-03-11T05:00:00+0000,5133,11 MARCH - Zip-up Cotton Bomber Jacket - 1.56 - SINGLE PRODUCT,False,True,,11 MARCH
120217968745740719,11 MARCH - Elegant Two-piece Pants and Cardigan Set - 1.56 - SINGLE PRODUCT - RELAUNCH 3,OUTCOME_SALES,PAUSED,2025-03-11T05:00:05+0000,5133,11 MARCH - Elegant Two-piece Pants and Cardigan Set - 1.56 - SINGLE PRODUCT - RELAUNCH 3,False,True,,11 MARCH
120217968745330719,11 MARCH - Outdoor Suede Shoes - 1.57 - SINGLE PRODUCT - RELAUNCH,OUTCOME_SALES,PAUSED,2025-03-11T05:00:05+0000,5133,11 MARCH - Outdoor Suede Shoes - 1.57 - SINGLE PRODUCT - RELAUNCH,False,True,,11 MARCH
120217968745320719,11 MARCH - Pebbled Leather Keylock Handbag - 1.58 - SINGLE PRODUCT - RELAUNCH,OUTCOME_SALES,PAUSED,2025-03-11T05:00:05+0000,5133,11 MARCH - Pebbled Leather Keylock Handbag - 1.58 - SINGLE PRODUCT - RELAUNCH,False,True,,11 MARCH
120217967976910719,10 MARCH - Elegant Evening Dress with Floral Charm - SINGLE PRODUCT - RELAUNCH 3,OUTCOME_SALES,PAUSED,2025-03-10T15:00:15+0000,5000,10 MARCH - Elegant Evening Dress with Floral Charm - SINGLE PRODUCT - RELAUNCH 3,False,True,,10 MARCH
120217951791930719,10 MARCH - Elegant Floral Pattern Dress - 1.49- SINGLE PRODUCT,OUTCOME_SALES,PAUSED,2025-03-10T05:00:00+0000,5133,10 MARCH - Elegant Floral Pattern Dress - 1.49- SINGLE PRODUCT,False,True,,10 MARCH
120217951689180719,10 MARCH - Glamorous Satin Halter Dress - 1.46 - SINGLE PRODUCT,OUTCOME_SALES,PAUSED,2025-03-10T05:00:00+0000,5133,10 MARCH - Glamorous Satin Halter Dress - 1.46 - SINGLE PRODUCT,False,True,,10 MARCH
120217951487070719,10 MARCH - Classic Orthopedic Strap Sandals - 1.54 - SINGLE PRODUCT,OUTCOME_SALES,PAUSED,2025-03-10T05:00:00+0000,5133,10 MARCH - Classic Orthopedic Strap Sandals - 1.54 - SINGLE PRODUCT,False,True,,10 MARCH
