,Product Name,URL,Campaign Start,Campaign End,Attribution Revenue,Attribution Orders,Attribution Avg Price,Attribution COGS,Attribution Gross Profit,Attribution Net Profit,Attribution ROI (%),Attribution ROAS,Extended Revenue,Extended Orders,Total Revenue,Total Orders,Total Avg Price,Total COGS,Total Gross Profit,Total Net Profit,Total ROI (%),Total ROAS,Ad Spend,Impressions,Clicks,CTR (%),Conversion Rate (%),Attribution Window Revenue (%),Extended Window Revenue (%),CPA,Profit Margin (%),Total Profit Margin (%)
10 JANUARY - Essential Winter Jacket - 1.59 - SINGLE PRODUCT,Essential Winter Jacket,https://dd3662-08.myshopify.com/products/805472670165499904,2025-01-10 00:00:00+00:00,2025-01-17 00:00:00+00:00,0.0,0,0.0,0.0,0.0,-23.23,-100.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,-23.23,-100.0,0.0,23.23,1465,22,1.5017064846416381,0.0,0.0,0.0,,,
10 JANUARY - Cheerful Colorful Turtleneck - 1.59 - SINGLE PRODUCT,Cheerful Colorful Turtleneck,https://dd3662-08.myshopify.com/products/806626983235551232,2025-01-10 00:00:00+00:00,2025-01-17 00:00:00+00:00,0.0,0,0.0,0.0,0.0,-22.44,-100.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,-22.44,-100.0,0.0,22.44,1150,18,1.565217391304348,0.0,0.0,0.0,,,
11 JANUARY - Lambskin Leather Jacket - 1.60 - SINGLE PRODUCT,Lambskin Leather Jacket [No Sales Found],,2025-01-11 00:00:00+00:00,2025-01-18 00:00:00+00:00,0.0,0,0.0,0.0,0.0,-25.64,-100.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,-25.64,-100.0,0.0,25.64,1510,38,2.5165562913907285,0.0,0.0,0.0,,,
11 JANUARY - Soft Winter Pullover - 1.59 - SINGLE PRODUCT,Soft Winter Pullover,https://dd3662-08.myshopify.com/products/806948588411158528,2025-01-11 00:00:00+00:00,2025-01-18 00:00:00+00:00,0.0,0,0.0,0.0,0.0,-22.6,-100.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,-22.6,-100.0,0.0,22.6,2353,24,1.019974500637484,0.0,0.0,0.0,,,
11 JANUARY - Chic Winter Jacket - 1.56 - SINGLE PRODUCT,Chic Winter Jacket,https://dd3662-08.myshopify.com/products/806948598641065984,2025-01-11 00:00:00+00:00,2025-01-18 00:00:00+00:00,0.0,0,0.0,0.0,0.0,-24.17,-100.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,-24.17,-100.0,0.0,24.17,1514,40,2.642007926023778,0.0,0.0,0.0,,,
11 JANUARY - Casual Leather Sneakers - 1.51 - SINGLE PRODUCT,Casual Leather Sneakers,https://dd3662-08.myshopify.com/products/806948590848049152,2025-01-11 00:00:00+00:00,2025-01-18 00:00:00+00:00,0.0,0,0.0,0.0,0.0,-22.1,-100.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,-22.1,-100.0,0.0,22.1,1428,10,0.700280112044818,0.0,0.0,0.0,,,
14 JANUARY - Lambskin Leather Jacket - 1.60 - SINGLE PRODUCT,Lambskin Leather Jacket [No Sales Found],,2025-01-14 00:00:00+00:00,2025-01-21 00:00:00+00:00,0.0,0,0.0,0.0,0.0,-27.85,-100.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,-27.85,-100.0,0.0,27.85,2349,45,1.9157088122605364,0.0,0.0,0.0,,,
14 JANUARY - Elegant Unisex Marten Boots - 1.58 - SINGLE PRODUCT,Elegant Unisex Marten Boots,https://dd3662-08.myshopify.com/products/806948595847659520,2025-01-14 00:00:00+00:00,2025-01-21 00:00:00+00:00,0.0,0,0.0,0.0,0.0,-25.6,-100.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,-25.6,-100.0,0.0,25.6,2755,29,1.0526315789473684,0.0,0.0,0.0,,,
14 JANUARY - C08 ADS Collection (Jan 12) - COLLECTION,Collection C08 - Not Found in Shopify,,2025-01-14 00:00:00+00:00,2025-01-21 00:00:00+00:00,0.0,0,0.0,0.0,0.0,-24.49,-100.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,-24.49,-100.0,0.0,24.49,911,32,3.512623490669594,0.0,0.0,0.0,,,
14 JANUARY - Stylish Winter Jacket - 1.59 - SINGLE PRODUCT,Stylish Winter Jacket [No Sales Found],,2025-01-14 00:00:00+00:00,2025-01-21 00:00:00+00:00,0.0,0,0.0,0.0,0.0,-48.16,-100.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,-48.16,-100.0,0.0,48.16,7329,60,0.8186655751125664,0.0,0.0,0.0,,,
19 JANUARY - Elegant Fleece-lined Coat- 1.53 - SINGLE PRODUCT,Elegant Fleece-lined Coat,https://dd3662-08.myshopify.com/products/809786494041456640,2025-01-19 00:00:00+00:00,2025-01-26 00:00:00+00:00,0.0,0,0.0,0.0,0.0,-65.79,-100.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,-65.79,-100.0,0.0,65.79,11797,313,2.653216919555819,0.0,0.0,0.0,,,
19 JANUARY - Walking Leather Shoes - 1.46 - SINGLE PRODUCT,Walking Leather Shoes,,2025-01-19 00:00:00+00:00,2025-01-26 00:00:00+00:00,64.95,1,64.95,25.980000000000004,38.97,-12.259999999999998,-23.931290259613505,1.2678118290064417,0.0,0,64.95,1,64.95,25.980000000000004,38.97,-12.259999999999998,-23.931290259613505,1.2678118290064417,51.23,6317,156,2.4695266740541397,0.641025641025641,100.0,0.0,51.23,60.0,60.0
19 JANUARY - Retro Square Heeled Pumps - 1.60 - SINGLE PRODUCT,Retro Square Heeled Pumps,,2025-01-19 00:00:00+00:00,2025-01-26 00:00:00+00:00,69.95,1,69.95,27.980000000000004,41.97,-21.92,-34.30896853967758,1.0948505243387072,0.0,0,69.95,1,69.95,27.980000000000004,41.97,-21.92,-34.30896853967758,1.0948505243387072,63.89,7950,143,1.7987421383647797,0.6993006993006993,100.0,0.0,63.89,60.0,60.0
20 JANUARY - Casual Zip-Up Sweater - 1.61 - SINGLE PRODUCT,Casual Zip-Up Sweater,https://dd3662-08.myshopify.com/products/804006443077337088,2025-01-20 00:00:00+00:00,2025-01-27 00:00:00+00:00,0.0,0,0.0,0.0,0.0,-27.22,-100.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,-27.22,-100.0,0.0,27.22,3168,78,2.462121212121212,0.0,0.0,0.0,,,
20 JANUARY - C11 ADS Collection (January 17) - COLLECTION,"['Comfortable, Knitted, Soft Turtleneck Sweater', 'Bi-color Turtleneck Knitted Sweater', 'Elegant and Comfortable Turtleneck Sweater', 'High-quality Knitted Winter Sweater', 'Premium Quality Cashmere Sweater', 'Herringbone Pattern Turtleneck Sweater', 'Classic Contrast Stitching Turtleneck', 'Fall Luxe Checkered Knit Sweater', 'Diamond Pattern Knitted High Neck Sweater', 'Classic Cashmere Turtleneck Sweater']",https://dd3662-08.myshopify.com/collections/c11,2025-01-20 00:00:00+00:00,2025-01-27 00:00:00+00:00,0.0,0,0.0,0.0,0.0,-35.68,-100.0,0.0,84.9,2,84.9,2,42.45,33.96,50.940000000000005,15.260000000000005,42.76905829596414,2.3794843049327357,35.68,1951,96,4.920553562275757,0.0,0.0,100.0,,,60.0
21 JANUARY - Women's Cashmere Trench Coat - 1.59 - SINGLE PRODUCT,Women's Cashmere Trench Coat,https://dd3662-08.myshopify.com/products/811239040081723392,2025-01-21 00:00:00+00:00,2025-01-28 00:00:00+00:00,0.0,0,0.0,0.0,0.0,-54.77,-100.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,-54.77,-100.0,0.0,54.77,4471,258,5.770521136211138,0.0,0.0,0.0,,,
21 JANUARY - High Top Leather Lace-up Sneakers - 1.76 - SINGLE PRODUCT,High Top Leather Lace-up Sneakers,https://dd3662-08.myshopify.com/products/811239050944970752,2025-01-21 00:00:00+00:00,2025-01-28 00:00:00+00:00,189.8,4,47.45,75.92,113.88000000000001,61.89000000000001,119.04212348528564,3.650702058088094,0.0,0,189.8,4,47.45,75.92,113.88000000000001,61.89000000000001,119.04212348528564,3.650702058088094,51.99,6885,184,2.672476397966594,2.1739130434782608,100.0,0.0,12.9975,60.0,60.0
21 JANUARY - Short Button-down Wool Coat - 1.61 - SINGLE PRODUCT,Short Button-down Wool Coat,https://dd3662-08.myshopify.com/products/811239043051290624,2025-01-21 00:00:00+00:00,2025-01-28 00:00:00+00:00,0.0,0,0.0,0.0,0.0,-48.84,-100.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,-48.84,-100.0,0.0,48.84,4643,179,3.8552659918156365,0.0,0.0,0.0,,,
22 JANUARY - Gentleman Button-down Cardigan - 1.68 - SINGLE PRODUCT,Gentleman Button-down Cardigan,https://dd3662-08.myshopify.com/products/811239049112059904,2025-01-22 00:00:00+00:00,2025-01-29 00:00:00+00:00,0.0,0,0.0,0.0,0.0,-21.69,-100.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,-21.69,-100.0,0.0,21.69,2646,61,2.305366591080877,0.0,0.0,0.0,,,
22 JANUARY - Woven Leather Hobo Bag - 1.74 - SINGLE PRODUCT,Woven Leather Hobo Bag,https://dd3662-08.myshopify.com/products/811239037636444160,2025-01-22 00:00:00+00:00,2025-01-29 00:00:00+00:00,149.85000000000002,3,49.95000000000001,59.94000000000001,89.91000000000001,45.610000000000014,102.95711060948085,3.3826185101580144,0.0,0,149.85000000000002,3,49.95000000000001,59.94000000000001,89.91000000000001,45.610000000000014,102.95711060948085,3.3826185101580144,44.3,4819,105,2.1788752853289064,2.857142857142857,100.0,0.0,14.766666666666666,60.0,60.0
23 JANUARY - C12 ADS Collection (January 21) - COLLECTION,"['Leopard Print Sweater', 'Retro Winter Sweater', 'Comfortable Buttoned Cardigan', 'Elegant Sweater', 'Warm Casual Sweater', 'Elegant Winter Wool Jacket', 'Comfortable Button Cardigan', 'Ribbed knit cardigan', 'Elegant Knit Blouse', 'Elegant knitted sweater', 'Soft Knit Sweater', 'Plush cardigan', 'Elegant Boat Neck Sweater', 'Elegant Knitted Vest', 'Long Knitted Cardigan', 'High-quality Knitted Winter Sweater', 'Elegant Cozy Cardigan', 'Cozy Striped Sweater', 'Cute Cardigan', 'Short Button-down Wool Coat', 'Herringbone Pattern Turtleneck Sweater', 'Elegant Button Cardigan', 'Long Sleeved Wool Coat']",https://dd3662-08.myshopify.com/collections/c12-ads-collection-january-21,2025-01-23 00:00:00+00:00,2025-01-30 00:00:00+00:00,0.0,0,0.0,0.0,0.0,-54.11,-100.0,0.0,89.9,2,89.9,2,44.95,35.96,53.940000000000005,-0.1699999999999946,-0.3141748290519213,1.6614304195158012,54.11,3528,130,3.6848072562358274,0.0,0.0,100.0,,,60.0
23 JANUARY - Comfortable Leather Jacket - 1.55 - SINGLE PRODUCT,Comfortable Leather Jacket,https://dd3662-08.myshopify.com/products/774349603645423616,2025-01-23 00:00:00+00:00,2025-01-30 00:00:00+00:00,59.95,1,59.95,23.980000000000004,35.97,-8.719999999999999,-19.51219512195122,1.3414634146341464,0.0,0,59.95,1,59.95,23.980000000000004,35.97,-8.719999999999999,-19.51219512195122,1.3414634146341464,44.69,6714,154,2.2937146261543044,0.6493506493506493,100.0,0.0,44.69,60.0,60.0
23 JANUARY - The Classic Overshirt - 1.59 - SINGLE PRODUCT,The Classic Overshirt,https://dd3662-08.myshopify.com/products/811997668095033344,2025-01-23 00:00:00+00:00,2025-01-30 00:00:00+00:00,0.0,0,0.0,0.0,0.0,-22.94,-100.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,-22.94,-100.0,0.0,22.94,1813,30,1.654715940430226,0.0,0.0,0.0,,,
23 JANUARY - Double-breasted Wool Trench Coat - 1.57 - SINGLE PRODUCT,Double-breasted Wool Trench Coat,https://dd3662-08.myshopify.com/products/811997679608397824,2025-01-23 00:00:00+00:00,2025-01-30 00:00:00+00:00,169.85000000000002,3,56.616666666666674,67.94000000000001,101.91000000000001,58.87000000000001,136.77973977695171,3.9463289962825283,0.0,0,169.85000000000002,3,56.616666666666674,67.94000000000001,101.91000000000001,58.87000000000001,136.77973977695171,3.9463289962825283,43.04,4470,204,4.563758389261745,1.4705882352941175,100.0,0.0,14.346666666666666,60.0,60.0
24 JANUARY - Warm Casual Corduroy Pants - 1.60 - SINGLE PRODUCT,Warm Casual Corduroy Pants [No Sales Found],,2025-01-24 00:00:00+00:00,2025-01-31 00:00:00+00:00,0.0,0,0.0,0.0,0.0,-21.49,-100.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,-21.49,-100.0,0.0,21.49,1277,20,1.5661707126076743,0.0,0.0,0.0,,,
24 JANUARY - Self-Tie Bow Cardigan - 1.54 - SINGLE PRODUCT,Self-Tie Bow Cardigan,https://dd3662-08.myshopify.com/products/811997670653558784,2025-01-24 00:00:00+00:00,2025-01-31 00:00:00+00:00,0.0,0,0.0,0.0,0.0,-39.82,-100.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,-39.82,-100.0,0.0,39.82,3055,53,1.734860883797054,0.0,0.0,0.0,,,
4 FEBRUARY- C15 ADS Collection (February 01) - COLLECTION,"['Winter Coat with Luxury Fleece Lining', 'Elegant Puffer Jacket', 'Premium Down Jacket', 'Elegant Lapel Coat', 'Winter Trench Coat', 'Warm Winter Coat', 'Elegant Trench Coat', 'Long Down Jacket', 'Elegant Mid-length Coat', 'Comfortable Circle Pattern Winter Jacket', 'Luxury Warm Fur-Lined Winter Coat', 'Elegant Felt Jacket', 'Elegant Wool Trench Coat', 'Warm Winter Jacket', 'Lined Winter Jacket', 'Elegant Long Coat', 'Elegant Warm Long Coat', 'Casual Leaves Print Lined Hooded Zip Jacket', 'Cozy Shawl Collar Jacket', 'Stylish Quilted Jacket', 'Comfy Faux Fur Lined Jacket', 'Warm Winter Coat', 'Lightweight Quilted Jacket', 'Elegant Fall Coat', 'Elegant Winter Coat with Fur', 'Winter Trench Coat', 'Padded Jacket']",https://dd3662-08.myshopify.com/collections/c15-ads-collection-february-01,2025-02-04 00:00:00+00:00,2025-02-11 00:00:00+00:00,89.95,1,89.95,35.980000000000004,53.97,-45.89,-45.9543360704987,0.9007610654916884,0.0,0,89.95,1,89.95,35.980000000000004,53.97,-45.89,-45.9543360704987,0.9007610654916884,99.86,6165,397,6.439578264395783,0.2518891687657431,100.0,0.0,99.86,60.0,60.0
4 FEBRUARY- C16 ADS Collection (February 01) - COLLECTION,"['Ribbed Velvet Sweater with Collar', ""Men's Cashmere Sweater"", 'Warm Knitted Sweater', 'Cashmere and Wool Patchwork Print Sweater', 'Quarter-Zip Neck Sweater', 'Warm Winter Wool Sweater', 'Elegant Full Zip Cardigan', 'Zip-Up Tribal Pattern Neck Sweater', ""Premium Men's Turtleneck Sweater"", 'Pullover Hooded Sweater', 'Elegant and Comfortable Turtleneck Sweater', 'Luxury Knit Sweater', 'Men Casual Slim Fit Turtleneck Sweater', ""Men's Sports Hooded Jacket"", 'Knitted High Neck Zip Sweater', 'Long-Sleeve Polo Shirt', 'Quarter-Zip Fleece Sweater', 'Trendy and Stylish Hoodie', 'Timeless Sweater', 'Zipped Pattern Sweater', 'Retro Striped Sweater', 'Knitted Vest']",https://dd3662-08.myshopify.com/collections/c16-ads-collection-february-01,2025-02-04 00:00:00+00:00,2025-02-11 00:00:00+00:00,0.0,0,0.0,0.0,0.0,-53.76,-100.0,0.0,94.9,2,94.9,2,47.45,37.96,56.940000000000005,3.180000000000007,5.9151785714285845,1.7652529761904763,53.76,4833,90,1.86219739292365,0.0,0.0,100.0,,,60.0
5 FEBRUARY- C17 ADS Collection (February 01) - COLLECTION,"['Retro Winter Sweater', 'Ethnic Retro Hooded Sweater', 'Striped Knit Cardigan', 'Cheerful Colorful Turtleneck', 'Vintage Jacquard Crewneck Winter Sweater', 'Retro Print Winter Sweater', 'Soft Winter Pullover', 'Multicolor Retro Winter Sweater', 'Vintage Icelandic Teal Jacquard Sweater', 'Comfortable Warm Sweater', 'Vintage Turtleneck Jacquard Sweater']",https://dd3662-08.myshopify.com/collections/c17-ads-collection-february-01,2025-02-05 00:00:00+00:00,2025-02-12 00:00:00+00:00,44.95,1,44.95,17.98,26.970000000000002,-60.94,-69.32089637128882,0.5113183938118531,89.9,2,134.85000000000002,3,44.95000000000001,53.94000000000001,80.91000000000001,-6.999999999999986,-7.962689113866439,1.5339551814355594,87.91,8628,283,3.2800185442744554,0.35335689045936397,33.33333333333333,66.66666666666666,87.91,60.0,60.0
7 FEBRUARY- C11 ADS Collection (February 7) - COLLECTION,"['Comfortable, Knitted, Soft Turtleneck Sweater', 'Bi-color Turtleneck Knitted Sweater', 'Elegant and Comfortable Turtleneck Sweater', 'High-quality Knitted Winter Sweater', 'Premium Quality Cashmere Sweater', 'Herringbone Pattern Turtleneck Sweater', 'Classic Contrast Stitching Turtleneck', 'Fall Luxe Checkered Knit Sweater', 'Diamond Pattern Knitted High Neck Sweater', 'Classic Cashmere Turtleneck Sweater']",https://dd3662-08.myshopify.com/collections/c11,2025-02-07 00:00:00+00:00,2025-02-14 00:00:00+00:00,84.9,2,42.45,33.96,50.940000000000005,5.260000000000005,11.51488616462348,1.8585814360770578,0.0,0,84.9,2,42.45,33.96,50.940000000000005,5.260000000000005,11.51488616462348,1.8585814360770578,45.68,3105,122,3.92914653784219,1.639344262295082,100.0,0.0,22.84,60.0,60.0
"7 FEBRUARY - Comfortable, Knitted, Soft Turtleneck Sweater - 1.58 - SINGLE PRODUCT","Comfortable, Knitted, Soft Turtleneck Sweater",https://dd3662-08.myshopify.com/products/768539614947311616,2025-02-07 00:00:00+00:00,2025-02-14 00:00:00+00:00,44.95,1,44.95,17.98,26.970000000000002,-44.44,-62.23218036689539,0.6294636605517435,0.0,0,44.95,1,44.95,17.98,26.970000000000002,-44.44,-62.23218036689539,0.6294636605517435,71.41,5414,198,3.6571850757295903,0.5050505050505051,100.0,0.0,71.41,60.0,60.0
7 FEBRUARY - Retro Square Heeled Pumps - 1.48 - SINGLE PRODUCT,Retro Square Heeled Pumps,,2025-02-07 00:00:00+00:00,2025-02-14 00:00:00+00:00,0.0,0,0.0,0.0,0.0,-38.96,-100.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,-38.96,-100.0,0.0,38.96,4893,75,1.5328019619865114,0.0,0.0,0.0,,,
7 FEBRUARY - Cheerful Colorful Turtleneck - 1.45 - SINGLE PRODUCT,Cheerful Colorful Turtleneck,https://dd3662-08.myshopify.com/products/806626983235551232,2025-02-07 00:00:00+00:00,2025-02-14 00:00:00+00:00,0.0,0,0.0,0.0,0.0,-39.99,-100.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,-39.99,-100.0,0.0,39.99,5776,149,2.579639889196676,0.0,0.0,0.0,,,
7 FEBRUARY - Distressed Leather Hobo Bag - 1.52 - SINGLE PRODUCT,Distressed Leather Hobo Bag,https://dd3662-08.myshopify.com/products/817343112861974528,2025-02-07 00:00:00+00:00,2025-02-14 00:00:00+00:00,0.0,0,0.0,0.0,0.0,-41.19,-100.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,-41.19,-100.0,0.0,41.19,5172,123,2.3781902552204177,0.0,0.0,0.0,,,
8 FEBRUARY - Distressed Leather Hobo Bag - 1.52 - SINGLE PRODUCT - RELAUNCHED,Distressed Leather Hobo Bag,https://dd3662-08.myshopify.com/products/817343112861974528,2025-02-08 00:00:00+00:00,2025-02-15 00:00:00+00:00,0.0,0,0.0,0.0,0.0,-25.59,-100.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,-25.59,-100.0,0.0,25.59,3734,54,1.44617032672737,0.0,0.0,0.0,,,
8 FEBRUARY - Breathable Sport Shoes- 1.55 - SINGLE PRODUCT - RELAUNCHED,Breathable Sport Shoes,https://dd3662-08.myshopify.com/products/817347362673393664,2025-02-08 00:00:00+00:00,2025-02-15 00:00:00+00:00,0.0,0,0.0,0.0,0.0,-24.1,-100.0,0.0,44.95,1,44.95,1,44.95,17.98,26.970000000000002,2.870000000000001,11.908713692946062,1.8651452282157677,24.1,2248,45,2.0017793594306053,0.0,0.0,100.0,,,60.0
10  FEBRUARY - Leopard Pattern Fur Jacket - 1.55- SINGLE PRODUCT,Leopard Pattern Fur Jacket [No Sales Found],,2025-02-10 00:00:00+00:00,2025-02-17 00:00:00+00:00,0.0,0,0.0,0.0,0.0,0.0,,,0.0,0,0.0,0,0.0,0.0,0.0,0.0,,,0.0,2,0,0.0,0.0,0.0,0.0,,,
10  FEBRUARY - Loose Casual Lounge Set - 1.57- SINGLE PRODUCT,Loose Casual Lounge Set [No Sales Found],,2025-02-10 00:00:00+00:00,2025-02-17 00:00:00+00:00,0.0,0,0.0,0.0,0.0,-0.24,-100.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,-0.24,-100.0,0.0,0.24,42,0,0.0,0.0,0.0,0.0,,,
10  FEBRUARY - Vintage Floral Print Denim Flared Pants - 1.46- SINGLE PRODUCT - Copy,Vintage Floral Print Denim Flared Pants,https://dd3662-08.myshopify.com/products/817819996959801344,2025-02-10 00:00:00+00:00,2025-02-17 00:00:00+00:00,0.0,0,0.0,0.0,0.0,-0.05,-100.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,-0.05,-100.0,0.0,0.05,10,0,0.0,0.0,0.0,0.0,,,
10  FEBRUARY - Modern and Ergonomic Casual Sneakers - 1.53- SINGLE PRODUCT,Modern and Ergonomic Casual Sneakers,https://dd3662-08.myshopify.com/products/817820087967809536,2025-02-10 00:00:00+00:00,2025-02-17 00:00:00+00:00,0.0,0,0.0,0.0,0.0,-30.1,-100.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,-30.1,-100.0,0.0,30.1,3257,101,3.101013202333436,0.0,0.0,0.0,,,
11  FEBRUARY - Comfortable and Stylish Button-down Sweater - 1.53- SINGLE PRODUCT,Comfortable and Stylish Button-down Sweater,https://dd3662-08.myshopify.com/products/817820065394065408,2025-02-11 00:00:00+00:00,2025-02-18 00:00:00+00:00,0.0,0,0.0,0.0,0.0,-49.17,-100.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,-49.17,-100.0,0.0,49.17,4998,104,2.080832332933173,0.0,0.0,0.0,,,
