,Product Name,URL,Campaign Start,Campaign End,Attribution Revenue,Attribution Orders,Attribution Avg Price,Attribution COGS,Attribution Gross Profit,Attribution Net Profit,Attribution ROI (%),Attribution ROAS,Extended Revenue,Extended Orders,Total Revenue,Total Orders,Total Avg Price,Total COGS,Total Gross Profit,Total Net Profit,Total ROI (%),Total ROAS,Ad Spend,Impressions,Clicks,CTR (%),Conversion Rate (%),Attribution Window Revenue (%),Extended Window Revenue (%),CPA,Profit Margin (%),Total Profit Margin (%),Original Campaign,Product Count,campaignName,Total Refunds,Total Refund Value,Refund Rate,Total Disputes,Dispute Rate,Top Refund Reasons
128,Classic Floral Button-down Shirt,https://dd3662-08.myshopify.com/products/824294251511676928,2025-02-28 00:00:00+00:00,2025-03-07 00:00:00+00:00,44.95,1.0,44.95,17.98,26.970000000000002,-1.0139999999999958,-3.623499142367052,1.6062750142938824,0.0,0.0,44.95,1.0,44.95,17.98,26.970000000000002,-1.0139999999999958,-3.623499142367052,1.6062750142938824,27.983999999999998,3030.0,212.0,6.996699669966996,0.4716981132075472,100.0,0.0,27.983999999999998,-2.255839822024462,-2.255839822024462,,,,,,,,,
129,Short Button-down Wool Coat,https://dd3662-08.myshopify.com/products/811239043051290624,2025-03-02 00:00:00+00:00,2025-03-09 00:00:00+00:00,49.95,1.0,49.95,19.980000000000004,29.97,-101.51160000000002,-77.20593603971963,0.3799010660046729,0.0,0.0,49.95,1.0,49.95,19.980000000000004,29.97,-101.51160000000002,-77.20593603971963,0.3799010660046729,131.48160000000001,12561.0,509.0,4.052225141310405,0.19646365422396855,100.0,0.0,131.48160000000001,-203.22642642642643,-203.22642642642643,,,,,,,,,
130,Hooded Parka with Circular Quilting,https://dd3662-08.myshopify.com/products/824294260642676736,2025-03-01 00:00:00+00:00,2025-03-08 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-75.696,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-75.696,-100.0,0.0,75.696,6292.0,360.0,5.72155117609663,0.0,0.0,0.0,,,,,,,,,,,,
131,Elegant Long Sleeved Dress,https://dd3662-08.myshopify.com/products/824294253361364992,2025-03-01 00:00:00+00:00,2025-03-08 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-22.444799999999997,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.444799999999997,-100.0,0.0,22.444799999999997,1497.0,43.0,2.8724114896459585,0.0,0.0,0.0,,,,,,,,,,,,
132,Elegant and Comfortable Turtleneck Sweater,https://dd3662-08.myshopify.com/products/799023666133204992,2025-03-01 00:00:00+00:00,2025-03-08 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-32.9088,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-32.9088,-100.0,0.0,32.9088,1400.0,112.0,8.0,0.0,0.0,0.0,,,,,,,,,,,,
133,Vintage Stripe and Letter Printed Button-down Jacket,https://dd3662-08.myshopify.com/products/824294256146382848,2025-03-01 00:00:00+00:00,2025-03-08 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-23.059199999999997,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.059199999999997,-100.0,0.0,23.059199999999997,1490.0,51.0,3.422818791946309,0.0,0.0,0.0,,,,,,,,,,,,
134,Bi-color Classic Polo Shirt,https://dd3662-08.myshopify.com/products/824294249271918592,2025-03-01 00:00:00+00:00,2025-03-08 00:00:00+00:00,44.95,1.0,44.95,17.98,26.970000000000002,6.234000000000002,30.063657407407412,2.1677276234567904,0.0,0.0,44.95,1.0,44.95,17.98,26.970000000000002,6.234000000000002,30.063657407407412,2.1677276234567904,20.736,1161.0,30.0,2.5839793281653747,3.3333333333333335,100.0,0.0,20.736,13.868743047830925,13.868743047830925,,,,,,,,,
135,Elegant and Refined Ruffled Shirt,https://dd3662-08.myshopify.com/products/824634744502222848,2025-03-03 00:00:00+00:00,2025-03-10 00:00:00+00:00,34.95,1.0,34.95,13.980000000000002,20.97,-58.9404,-73.75810908217203,0.4373648486304662,69.9,2.0,104.85000000000001,3.0,34.95,41.940000000000005,62.910000000000004,-17.000399999999992,-21.27432724651609,1.3120945458913986,79.9104,7826.0,421.0,5.379504216713519,0.23752969121140144,33.33333333333333,66.66666666666666,79.9104,-168.64206008583687,-16.214020028612293,,,,,,,,,
136,Elegant Evening Dress with Floral Charm,https://dd3662-08.myshopify.com/products/819597986307768320,2025-03-03 00:00:00+00:00,2025-03-10 00:00:00+00:00,1303.5500000000004,29.0,44.95000000000002,521.4200000000002,782.1300000000002,72.37320000000022,10.196901248427661,1.8366150208071277,539.4,12.0,1842.9500000000003,41.0,44.95000000000001,737.1800000000002,1105.77,396.0132,55.79561900639768,2.5965936501066285,709.7568,111439.0,4626.0,4.151149956478433,0.6268914829226113,70.73170731707317,29.268292682926823,24.474372413793102,5.552007978213356,21.488005643126503,,,,,,,,,
137,Comfy Drawstring Trousers,https://dd3662-08.myshopify.com/products/824634763951210496,2025-03-03 00:00:00+00:00,2025-03-10 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-31.6896,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-31.6896,-100.0,0.0,31.6896,1368.0,37.0,2.7046783625730995,0.0,0.0,0.0,,,,,,,,,,,,
138,Four-Striped Hooded Sweater,https://dd3662-08.myshopify.com/products/824634746528071680,2025-03-03 00:00:00+00:00,2025-03-10 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-32.4288,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-32.4288,-100.0,0.0,32.4288,4264.0,169.0,3.9634146341463414,0.0,0.0,0.0,,,,,,,,,,,,
139,Stylish Short-sleeved Polo Shirt,https://dd3662-08.myshopify.com/products/824634785451212800,2025-03-03 00:00:00+00:00,2025-03-10 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-43.3056,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-43.3056,-100.0,0.0,43.3056,3188.0,94.0,2.9485570890840656,0.0,0.0,0.0,,,,,,,,,,,,
140,Classic Two-button Blazer,https://dd3662-08.myshopify.com/products/824988531112804352,2025-03-04 00:00:00+00:00,2025-03-11 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-25.4016,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.4016,-100.0,0.0,25.4016,3036.0,144.0,4.743083003952568,0.0,0.0,0.0,,,,,,,,,,,,
141,Loose Casual Lounge Set,https://dd3662-08.myshopify.com/products/817820007248429056,2025-03-04 00:00:00+00:00,2025-03-11 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-26.928,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26.928,-100.0,0.0,26.928,1641.0,86.0,5.2407068860450945,0.0,0.0,0.0,,,,,,,,,,,,
142,Steel Toe Safety Shoes,https://dd3662-08.myshopify.com/products/818915744933740544,2025-03-04 00:00:00+00:00,2025-03-11 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-28.147199999999998,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-28.147199999999998,-100.0,0.0,28.147199999999998,2313.0,73.0,3.156074362300043,0.0,0.0,0.0,,,,,,,,,,,,
143,Classic Corduroy Button-down Jacket,https://dd3662-08.myshopify.com/products/825400510801510400,2025-03-05 00:00:00+00:00,2025-03-12 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-32.0544,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-32.0544,-100.0,0.0,32.0544,2750.0,76.0,2.7636363636363637,0.0,0.0,0.0,,,,,,,,,,,,
144,Elegant Floral Dress,https://dd3662-08.myshopify.com/products/819597976149164032,2025-03-04 00:00:00+00:00,2025-03-11 00:00:00+00:00,359.6,8.0,44.95,143.84,215.76000000000002,173.53920000000002,411.02773988176455,8.517128998029408,89.9,2.0,449.5,10.0,44.95,179.8,269.7,227.4792,538.7846748522055,10.64641124753676,42.2208,6052.0,410.0,6.774619960343688,1.951219512195122,80.0,20.0,5.2776,48.25895439377086,50.60716351501669,,,,,,,,,
145,Heartbeat Sweater and Pants Set,https://dd3662-08.myshopify.com/products/8-217046696916419e-17,2025-03-04 00:00:00+00:00,2025-03-11 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-41.7216,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-41.7216,-100.0,0.0,41.7216,3878.0,116.0,2.9912325941206808,0.0,0.0,0.0,,,,,,,,,,,,
146,Soft Wide Comfort Shoes,https://dd3662-08.myshopify.com/products/824987737361743872,2025-03-05 00:00:00+00:00,2025-03-12 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-15.6096,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.6096,-100.0,0.0,15.6096,1217.0,49.0,4.026294165981923,0.0,0.0,0.0,,,,,,,,,,,,
147,Loose-Fitted Ruffle Dress,https://dd3662-08.myshopify.com/products/824987737382715392,2025-03-05 00:00:00+00:00,2025-03-12 00:00:00+00:00,44.95,1.0,44.95,17.98,26.970000000000002,-48.91799999999999,-64.46078431372548,0.5923202614379086,0.0,0.0,44.95,1.0,44.95,17.98,26.970000000000002,-48.91799999999999,-64.46078431372548,0.5923202614379086,75.88799999999999,5898.0,452.0,7.66361478467277,0.22123893805309736,100.0,0.0,75.88799999999999,-108.82758620689653,-108.82758620689653,,,,,,,,,
148,Elegant 2 Piece Set,https://dd3662-08.myshopify.com/products/812339355698855936,2025-03-05 00:00:00+00:00,2025-03-12 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-15.3408,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.3408,-100.0,0.0,15.3408,1337.0,65.0,4.861630516080777,0.0,0.0,0.0,,,,,,,,,,,,
149,Elegant Two-piece Pants and Cardigan Set,https://dd3662-08.myshopify.com/products/825400508041658368,2025-03-05 00:00:00+00:00,2025-03-12 00:00:00+00:00,199.8,4.0,49.95,79.92000000000002,119.88,40.38239999999999,50.79700519260957,2.5132834198768266,0.0,0.0,199.8,4.0,49.95,79.92000000000002,119.88,40.38239999999999,50.79700519260957,2.5132834198768266,79.4976,3958.0,286.0,7.225871652349672,1.3986013986013985,100.0,0.0,19.8744,20.211411411411405,20.211411411411405,,,,,,,,,
150,Cargo Jogger Pants,https://dd3662-08.myshopify.com/products/825400519055900672,2025-03-06 00:00:00+00:00,2025-03-13 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-36.192,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-36.192,-100.0,0.0,36.192,2657.0,169.0,6.360557019194581,0.0,0.0,0.0,,,,,,,,,,,,
151,Breathable Sport Shoes,https://dd3662-08.myshopify.com/products/817347362673393664,2025-03-06 00:00:00+00:00,2025-03-13 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-22.1088,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.1088,-100.0,0.0,22.1088,2242.0,53.0,2.3639607493309547,0.0,0.0,0.0,,,,,,,,,,,,
152,Leopard Print Blazer and Pants Set,https://dd3662-08.myshopify.com/products/826521387123343360,2025-03-06 00:00:00+00:00,2025-03-13 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-23.7216,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.7216,-100.0,0.0,23.7216,1219.0,81.0,6.6447908121411,0.0,0.0,0.0,,,,,,,,,,,,
153,Comfortable and Flexible Clogs,https://dd3662-08.myshopify.com/products/826521395671334912,2025-03-06 00:00:00+00:00,2025-03-13 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-22.771199999999997,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.771199999999997,-100.0,0.0,22.771199999999997,2589.0,129.0,4.9826187717265356,0.0,0.0,0.0,,,,,,,,,,,,
154,Elegant Evening Dress with Floral Charm,https://dd3662-08.myshopify.com/products/819597986307768320,2025-03-05 00:00:00+00:00,2025-03-12 00:00:00+00:00,1393.4500000000005,31.0,44.95000000000002,557.3800000000002,836.0700000000003,296.4444000000003,54.93519951610901,2.5822533252684834,269.7,6.0,1663.1500000000005,37.0,44.95000000000002,665.2600000000002,997.8900000000003,458.26440000000036,84.92265748696882,3.0820442914494803,539.6256,67699.0,3305.0,4.88190372088214,0.9379727685325264,83.78378378378379,16.21621621621621,17.407277419354838,21.27413254871005,27.554002946216528,,,,,,,,,
155,Vintage Style Casual Suede Loafers,https://dd3662-08.myshopify.com/products/826521433621397504,2025-03-07 00:00:00+00:00,2025-03-14 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-18.3648,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18.3648,-100.0,0.0,18.3648,1409.0,27.0,1.9162526614620299,0.0,0.0,0.0,,,,,,,,,,,,
156,Casual Trendy Shirt,https://dd3662-08.myshopify.com/products/826891151947595776,2025-03-07 00:00:00+00:00,2025-03-14 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-20.572799999999997,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.572799999999997,-100.0,0.0,20.572799999999997,1121.0,44.0,3.9250669045495097,0.0,0.0,0.0,,,,,,,,,,,,
157,Leopard Print V-Neck Jumpsuit,https://dd3662-08.myshopify.com/products/826891201490714624,2025-03-07 00:00:00+00:00,2025-03-14 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-17.3664,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17.3664,-100.0,0.0,17.3664,1752.0,28.0,1.5981735159817352,0.0,0.0,0.0,,,,,,,,,,,,
158,Lightweight and Ergonomic Loafers,https://dd3662-08.myshopify.com/products/826891208579088384,2025-03-07 00:00:00+00:00,2025-03-14 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-37.852799999999995,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-37.852799999999995,-100.0,0.0,37.852799999999995,6883.0,150.0,2.179282289699259,0.0,0.0,0.0,,,,,,,,,,,,
159,Elegant Classy Long Dress,https://dd3662-08.myshopify.com/products/822386302518296576,2025-03-07 00:00:00+00:00,2025-03-14 00:00:00+00:00,89.9,2.0,44.95,35.96,53.940000000000005,14.724000000000004,37.54589963280295,2.2924316605467157,0.0,0.0,89.9,2.0,44.95,35.96,53.940000000000005,14.724000000000004,37.54589963280295,2.2924316605467157,39.216,2944.0,97.0,3.2948369565217392,2.0618556701030926,100.0,0.0,19.608,16.37819799777531,16.37819799777531,,,,,,,,,
160,Elegant Two-piece Pants and Cardigan Set,https://dd3662-08.myshopify.com/products/825400508041658368,2025-03-07 00:00:00+00:00,2025-03-14 00:00:00+00:00,99.9,2.0,49.95,39.96000000000001,59.94,34.5096,135.7021517553794,3.9283691959229903,0.0,0.0,99.9,2.0,49.95,39.96000000000001,59.94,34.5096,135.7021517553794,3.9283691959229903,25.4304,2504.0,94.0,3.753993610223642,2.127659574468085,100.0,0.0,12.7152,34.54414414414414,34.54414414414414,,,,,,,,,
161,Elegant Floral Dress,https://dd3662-08.myshopify.com/products/819597976149164032,2025-03-08 00:00:00+00:00,2025-03-15 00:00:00+00:00,269.7,6.0,44.949999999999996,107.88,161.82,86.3064,114.29252479023646,3.5715420798372746,0.0,0.0,269.7,6.0,44.949999999999996,107.88,161.82,86.3064,114.29252479023646,3.5715420798372746,75.5136,10288.0,236.0,2.29393468118196,2.5423728813559325,100.0,0.0,12.5856,32.000889877641825,32.000889877641825,,,,,,,,,
162,Classic Leather Jacket,https://dd3662-08.myshopify.com/products/822382575036137472,2025-03-08 00:00:00+00:00,2025-03-15 00:00:00+00:00,74.95,1.0,74.95,29.980000000000004,44.97,-7.3211999999999975,-14.000826142830913,1.4333195642861516,0.0,0.0,74.95,1.0,74.95,29.980000000000004,44.97,-7.3211999999999975,-14.000826142830913,1.4333195642861516,52.291199999999996,5364.0,239.0,4.455630126771067,0.41841004184100417,100.0,0.0,52.291199999999996,-9.768112074716475,-9.768112074716475,,,,,,,,,
163,Elegant Evening Dress with Floral Charm,https://dd3662-08.myshopify.com/products/819597986307768320,2025-03-08 00:00:00+00:00,2025-03-15 00:00:00+00:00,1078.8000000000002,24.0,44.95000000000001,431.5200000000001,647.2800000000001,441.3504000000001,214.32101067549306,5.238683511258217,0.0,0.0,1078.8000000000002,24.0,44.95000000000001,431.5200000000001,647.2800000000001,441.3504000000001,214.32101067549306,5.238683511258217,205.9296,23277.0,1062.0,4.562443613867766,2.2598870056497176,100.0,0.0,8.5804,40.91123470522803,40.91123470522803,,,,,,,,,
164,Retro Corduroy Blazer,https://dd3662-08.myshopify.com/products/826891154485149696,2025-03-09 00:00:00+00:00,2025-03-16 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-31.593599999999995,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-31.593599999999995,-100.0,0.0,31.593599999999995,2111.0,56.0,2.652771198484131,0.0,0.0,0.0,,,,,,,,,,,,
165,Printed Boho Dress,https://dd3662-08.myshopify.com/products/826891210906927104,2025-03-09 00:00:00+00:00,2025-03-16 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-26.3808,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26.3808,-100.0,0.0,26.3808,1588.0,71.0,4.471032745591939,0.0,0.0,0.0,,,,,,,,,,,,
166,Windproof Wool Jacket,https://dd3662-08.myshopify.com/products/806626977787150336,2025-03-09 00:00:00+00:00,2025-03-16 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-27.2832,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-27.2832,-100.0,0.0,27.2832,699.0,71.0,10.157367668097281,0.0,0.0,0.0,,,,,,,,,,,,
167,Pebbled Leather Keylock Handbag,https://dd3662-08.myshopify.com/products/826891205768904704,2025-03-09 00:00:00+00:00,2025-03-16 00:00:00+00:00,104.95,1.0,104.95,41.980000000000004,62.97,-113.5068,-64.31825599738889,0.5946957333768518,0.0,0.0,104.95,1.0,104.95,41.980000000000004,62.97,-113.5068,-64.31825599738889,0.5946957333768518,176.4768,10660.0,506.0,4.74671669793621,0.1976284584980237,100.0,0.0,176.4768,-108.15321581705572,-108.15321581705572,,,,,,,,,
168,Waterproof Leather Shoes,https://dd3662-08.myshopify.com/products/827239621124423680,2025-03-10 00:00:00+00:00,2025-03-17 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-24.1536,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.1536,-100.0,0.0,24.1536,1205.0,67.0,5.560165975103734,0.0,0.0,0.0,,,,,,,,,,,,
169,Outdoor Suede Shoes,https://dd3662-08.myshopify.com/products/827239633006886912,2025-03-10 00:00:00+00:00,2025-03-17 00:00:00+00:00,419.6,8.0,52.45,167.84000000000003,251.76,19.497600000000006,8.394643299991737,1.8065773883331957,0.0,0.0,419.6,8.0,52.45,167.84000000000003,251.76,19.497600000000006,8.394643299991737,1.8065773883331957,232.26239999999999,28791.0,670.0,2.3271161126740996,1.1940298507462688,100.0,0.0,29.032799999999998,4.646711153479505,4.646711153479505,,,,,,,,,
170,Classic Orthopedic Strap Sandals,https://dd3662-08.myshopify.com/products/827239649624719360,2025-03-10 00:00:00+00:00,2025-03-17 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-24.2208,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.2208,-100.0,0.0,24.2208,3233.0,74.0,2.2888957624497372,0.0,0.0,0.0,,,,,,,,,,,,
171,Glamorous Satin Halter Dress,https://dd3662-08.myshopify.com/products/827606527618580480,2025-03-10 00:00:00+00:00,2025-03-17 00:00:00+00:00,44.95,1.0,44.95,17.98,26.970000000000002,1.203600000000005,4.671199701937427,1.7445199950322905,0.0,0.0,44.95,1.0,44.95,17.98,26.970000000000002,1.203600000000005,4.671199701937427,1.7445199950322905,25.766399999999997,2014.0,76.0,3.7735849056603774,1.3157894736842104,100.0,0.0,25.766399999999997,2.677641824249177,2.677641824249177,,,,,,,,,
172,Elegant Floral Pattern Dress,https://dd3662-08.myshopify.com/products/827606534736314368,2025-03-10 00:00:00+00:00,2025-03-17 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-43.257600000000004,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-43.257600000000004,-100.0,0.0,43.257600000000004,2827.0,141.0,4.987619384506544,0.0,0.0,0.0,,,,,,,,,,,,
173,Elegant Evening Dress with Floral Charm,https://dd3662-08.myshopify.com/products/819597986307768320,2025-03-10 00:00:00+00:00,2025-03-17 00:00:00+00:00,539.4,12.0,44.949999999999996,215.76,323.64,294.4656,1009.3287265547877,18.488812109246464,0.0,0.0,539.4,12.0,44.949999999999996,215.76,323.64,294.4656,1009.3287265547877,18.488812109246464,29.1744,3574.0,155.0,4.336877448237269,7.741935483870968,100.0,0.0,2.4312,54.59132369299221,54.59132369299221,,,,,,,,,
174,Pebbled Leather Keylock Handbag,https://dd3662-08.myshopify.com/products/826891205768904704,2025-03-11 00:00:00+00:00,2025-03-18 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-28.8288,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-28.8288,-100.0,0.0,28.8288,2066.0,83.0,4.017424975798645,0.0,0.0,0.0,,,,,,,,,,,,
175,Outdoor Suede Shoes,https://dd3662-08.myshopify.com/products/827239633006886912,2025-03-11 00:00:00+00:00,2025-03-18 00:00:00+00:00,329.7,6.0,54.949999999999996,131.88,197.82,165.3336,508.9317375886524,10.148862293144207,0.0,0.0,329.7,6.0,54.949999999999996,131.88,197.82,165.3336,508.9317375886524,10.148862293144207,32.4864,2355.0,75.0,3.1847133757961785,8.0,100.0,0.0,5.4144000000000005,50.1466787989081,50.1466787989081,,,,,,,,,
176,Elegant Two-piece Pants and Cardigan Set,https://dd3662-08.myshopify.com/products/825400508041658368,2025-03-11 00:00:00+00:00,2025-03-18 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-27.1104,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-27.1104,-100.0,0.0,27.1104,1270.0,53.0,4.173228346456693,0.0,0.0,0.0,,,,,,,,,,,,
177,Zip-up Cotton Bomber Jacket,https://dd3662-08.myshopify.com/products/827239647418515456,2025-03-11 00:00:00+00:00,2025-03-18 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-29.2224,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-29.2224,-100.0,0.0,29.2224,3011.0,71.0,2.3580205911657255,0.0,0.0,0.0,,,,,,,,,,,,
178,Rectangle Pattern Knitted Pullover Sweater,https://dd3662-08.myshopify.com/products/827606524539961344,2025-03-11 00:00:00+00:00,2025-03-18 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-28.223999999999997,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-28.223999999999997,-100.0,0.0,28.223999999999997,1197.0,88.0,7.351712614870509,0.0,0.0,0.0,,,,,,,,,,,,
179,Casual Pinstripe Trousers,https://dd3662-08.myshopify.com/products/827606519653597184,2025-03-12 00:00:00+00:00,2025-03-19 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-23.3952,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.3952,-100.0,0.0,23.3952,1169.0,28.0,2.3952095808383236,0.0,0.0,0.0,,,,,,,,,,,,
180,2-Way Woven Leather Tote Bag,https://dd3662-08.myshopify.com/products/827606516746944512,2025-03-12 00:00:00+00:00,2025-03-19 00:00:00+00:00,119.9,2.0,59.95,47.96000000000001,71.94,31.2168,76.65605846298915,2.9442676410498194,0.0,0.0,119.9,2.0,59.95,47.96000000000001,71.94,31.2168,76.65605846298915,2.9442676410498194,40.7232,3350.0,102.0,3.044776119402985,1.9607843137254901,100.0,0.0,20.3616,26.03569641367806,26.03569641367806,,,,,,,,,
181,Elegant Ruffled Long Dress,https://dd3662-08.myshopify.com/products/827606522119847936,2025-03-12 00:00:00+00:00,2025-03-19 00:00:00+00:00,49.95,1.0,49.95,19.980000000000004,29.97,-7.2012,-19.373063016528928,1.3437822830578514,0.0,0.0,49.95,1.0,49.95,19.980000000000004,29.97,-7.2012,-19.373063016528928,1.3437822830578514,37.1712,3633.0,154.0,4.238921001926782,0.6493506493506493,100.0,0.0,37.1712,-14.416816816816816,-14.416816816816816,,,,,,,,,
182,Classic Lace Blazer,https://dd3662-08.myshopify.com/products/827606531460562944,2025-03-12 00:00:00+00:00,2025-03-19 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-23.279999999999998,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.279999999999998,-100.0,0.0,23.279999999999998,1298.0,47.0,3.62095531587057,0.0,0.0,0.0,,,,,,,,,,,,
183,Orthopedic Shoes for Men,https://dd3662-08.myshopify.com/products/827981010019811328,2025-03-12 00:00:00+00:00,2025-03-19 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-22.3872,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.3872,-100.0,0.0,22.3872,4510.0,27.0,0.598669623059867,0.0,0.0,0.0,,,,,,,,,,,,
184,Premium Elegant Wrap Dress,https://dd3662-08.myshopify.com/products/819597954372337664,2025-03-12 00:00:00+00:00,2025-03-19 00:00:00+00:00,119.85000000000001,3.0,39.95,47.940000000000005,71.91,50.9148,242.50685871056243,5.70844764517604,0.0,0.0,119.85000000000001,3.0,39.95,47.940000000000005,71.91,50.9148,242.50685871056243,5.70844764517604,20.9952,1673.0,71.0,4.243873281530186,4.225352112676056,100.0,0.0,6.9984,42.482102628285354,42.482102628285354,,,,,,,,,
185,Lightweight Casual Pants,https://dd3662-08.myshopify.com/products/827980859737899008,2025-03-13 00:00:00+00:00,2025-03-20 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-23.529600000000002,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.529600000000002,-100.0,0.0,23.529600000000002,1188.0,38.0,3.1986531986531985,0.0,0.0,0.0,,,,,,,,,,,,
186,Elegant Patterned Pants,https://dd3662-08.myshopify.com/products/827980942852227072,2025-03-13 00:00:00+00:00,2025-03-20 00:00:00+00:00,44.95,1.0,44.95,17.98,26.970000000000002,3.3060000000000045,13.970588235294137,1.899509803921569,0.0,0.0,44.95,1.0,44.95,17.98,26.970000000000002,3.3060000000000045,13.970588235294137,1.899509803921569,23.663999999999998,1930.0,22.0,1.1398963730569949,4.545454545454546,100.0,0.0,23.663999999999998,7.354838709677429,7.354838709677429,,,,,,,,,
187,Elegant Blazer with Pattern,https://dd3662-08.myshopify.com/products/829025153059913728,2025-03-13 00:00:00+00:00,2025-03-20 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-29.6928,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-29.6928,-100.0,0.0,29.6928,2403.0,75.0,3.1210986267166043,0.0,0.0,0.0,,,,,,,,,,,,
188,Elegant 2 Piece Set,https://dd3662-08.myshopify.com/products/812339355698855936,2025-03-14 00:00:00+00:00,2025-03-21 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,-21.0048,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21.0048,-100.0,0.0,21.0048,1324.0,55.0,4.1540785498489425,0.0,0.0,0.0,,,,,,,,,,,,
